id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"11068","Turlava","8191","6273","56.8399551","21.7659080","Labā","P112","","Kuldīgas novads","Turlavas pagasts",""
"11069","Ķoniņciems","8192","6274","56.8284747","21.7445250","Kreisā","P112","","Kuldīgas novads","Turlavas pagasts",""
"11070","Ķoniņciems","8193","6274","56.8282951","21.7439386","Labā","P112","","Kuldīgas novads","Turlavas pagasts",""
"11071","Vangas pagrieziens","8194","6275","56.8080194","21.7073604","Kreisā","P112","","Kuldīgas novads","Turlavas pagasts",""
"11072","Vangas pagrieziens","8195","6275","56.8077103","21.7059843","Labā","P112","","Kuldīgas novads","Turlavas pagasts",""
"11073","Ķikuri","8196","6276","56.7945559","21.6625578","Kreisā","P112","","Kuldīgas novads","Turlavas pagasts","Ķikuri"
"11074","Ķikuri","8197","6276","56.7944928","21.6618335","Labā","P112","","Kuldīgas novads","Turlavas pagasts","Ķikuri"
"11075","Slimnīca","8200","6278","56.9626849","21.9510574","Kreisā","","Aizputes iela ","Kuldīgas novads","Kuldīgas pilsēta","Kuldīga"
"11076","Slimnīca","8201","6278","56.9628388","21.9509307","Labā","","Aizputes iela ","Kuldīgas novads","Kuldīgas pilsēta",""
"11077","Raidstacija","8202","6279","56.9349274","22.0101017","Kreisā","P116","","Kuldīgas novads","Pelču pagasts","Raidstacija"
"11078","Raidstacija","8203","6279","56.9333137","22.0119892","Labā","P116","","Kuldīgas novads","Pelču pagasts",""
"11079","Kaltiķi","8204","6280","56.9272022","22.0200328","Kreisā","P116","","Kuldīgas novads","Pelču pagasts",""
"11080","Kaltiķi","8205","6280","56.9270063","22.0198659","Labā","P116","","Kuldīgas novads","Pelču pagasts","Kaltiķi"
"11081","Komunārs","8206","6281","56.9065908","22.0364746","Kreisā","P116","","Kuldīgas novads","Pelču pagasts",""
"11082","Komunārs","8207","6281","56.9070296","22.0361228","Labā","P116","","Kuldīgas novads","Pelču pagasts",""
"11083","Zīles","8208","6282","56.8822594","22.0341531","Kreisā","P116","","Kuldīgas novads","Pelču pagasts",""
"11084","Zīles","8209","6282","56.8815760","22.0337336","Labā","P116","","Kuldīgas novads","Pelču pagasts",""
"11085","Lonas","8210","6283","56.8531529","22.0304215","Kreisā","P116","","Kuldīgas novads","Snēpeles pagasts",""
"11086","Lonas","8211","6283","56.8541143","22.0302266","Labā","P116","","Kuldīgas novads","Snēpeles pagasts",""
"11087","Ieras","8212","6284","56.8108983","22.0182771","Kreisā","P116","","Skrundas novads","Raņķu pagasts",""
"11088","Ieras","8213","6284","56.8104667","22.0171350","Labā","P116","","Skrundas novads","Raņķu pagasts",""
"11089","Lancenieki","8214","6285","56.7922594","21.9986813","Kreisā","P116","","Skrundas novads","Raņķu pagasts",""
"11090","Lancenieki","8215","6285","56.7937034","21.9994900","Labā","P116","","Skrundas novads","Raņķu pagasts",""
"11091","Raņķi","8216","6286","56.7768576","21.9905539","Kreisā","P116","","Skrundas novads","Raņķu pagasts","Raņķi"
"11092","Raņķi","8217","6286","56.7769973","21.9904123","Labā","P116","","Skrundas novads","Raņķu pagasts","Raņķi"
"11093","Dumpīši","8218","6287","56.7357040","21.9987647","Kreisā","P116","","Skrundas novads","Raņķu pagasts",""
"11094","Dumpīši","8219","6287","56.7352888","21.9991080","Labā","P116","","Skrundas novads","Raņķu pagasts",""
"11095","Kombināts","8220","6288","56.7310344","22.0023863","Kreisā","P116","","Skrundas novads","Raņķu pagasts",""
"11096","Kombināts","8221","6288","56.7293631","22.0033294","Labā","P116","","Skrundas novads","Raņķu pagasts",""
"11097","Gailīši","8222","6289","56.7206426","22.0084020","Kreisā","P116","","Skrundas novads","Raņķu pagasts",""
"11098","Smilgas","8223","6290","56.7005695","22.0175568","Kreisā","P116","","Skrundas novads","Raņķu pagasts",""
"11099","Smilgas","8224","6290","56.7001915","22.0175614","Labā","P116","","Skrundas novads","Raņķu pagasts","Smilgas"
"11100","Bērzkrogs","8226","6294","56.6127990","21.9471666","Kreisā","P116","","Skrundas novads","Nīkrāces pagasts",""
"11101","Bērzkrogs","8227","6294","56.6125618","21.9466457","Labā","P116","","Skrundas novads","Nīkrāces pagasts",""
"11102","Nīkrāces pagrieziens","8228","6296","56.5785784","21.8868148","Kreisā","P116","","Skrundas novads","Nīkrāces pagasts",""
"11103","Nīkrāces pagrieziens","8229","6296","56.5787537","21.8864799","Labā","P116","","Skrundas novads","Nīkrāces pagasts",""
"11104","Aleja","8230","6297","56.9608266","21.8975600","Kreisā","V1290","","Kuldīgas novads","Kurmāles pagasts",""
"11105","Aleja","8231","6297","56.9606247","21.8965769","Labā","V1290","","Kuldīgas novads","Kurmāles pagasts",""
"11106","Planīcas","8232","6300","56.9411597","21.8233804","Kreisā","V1290","","Kuldīgas novads","Kurmāles pagasts",""
"11107","Planīcas","8233","6300","56.9413545","21.8236774","Labā","V1290","","Kuldīgas novads","Kurmāles pagasts",""
"11108","Basi","8235","6302","56.8906498","21.6682091","Labā","V1290","","Kuldīgas novads","Gudenieku pagasts",""
"11109","Pelči","8236","6304","56.9198480","21.9681810","A/V","V1293","","Kuldīgas novads","Pelču pagasts","Pelči"
"11111","Krodzinieki","8238","6306","56.9236750","22.0212615","Labā","V1293","","Kuldīgas novads","Pelču pagasts",""
"11112","Krodzinieki","8239","6306","56.9237215","22.0207141","Kreisā","V1293","","Kuldīgas novads","Pelču pagasts",""
"11113","Grantskalni","8240","6307","56.9044226","21.9379959","Kreisā","V1294","","Kuldīgas novads","Kurmāles pagasts",""
"11114","Grantskalni","8241","6307","56.9041326","21.9380393","Labā","V1294","","Kuldīgas novads","Kurmāles pagasts",""
"11115","Mazsālijas","8242","6309","56.8771388","21.9373749","Kreisā","V1294","","Kuldīgas novads","Snēpeles pagasts",""
"11116","Mazsālijas","8243","6309","56.8773775","21.9371302","Labā","V1294","","Kuldīgas novads","Snēpeles pagasts",""
"11118","Snēpeles skola","8245","6312","56.8405384","21.9436239","Labā","V1296","","Kuldīgas novads","Snēpeles pagasts","Snépele"
"11120","Kundi","8246","6314","56.8099708","21.9167379","Kreisā","V1296","","Kuldīgas novads","Snēpeles pagasts",""
"11121","Kundi","8247","6314","56.7999722","21.9078166","Labā","V1296","","Kuldīgas novads","Snēpeles pagasts",""
"11122","Lejas","8248","6316","56.7917789","21.8906294","Kreisā","V1296","","Kuldīgas novads","Snēpeles pagasts",""
"11123","Lejas","8249","6316","56.7916894","21.8904917","Labā","V1296","","Kuldīgas novads","Snēpeles pagasts",""
"11124","Vārme","8250","6317","56.8739357","22.2383346","A/V","V1297","","Kuldīgas novads","Vārmes pagasts","Vārme"
"11125","Pogranica","8251","1709","56.2718490","24.1700785","Labā","V1027","","Bauskas novads","Gailīšu pagasts","Pograniča"
"11126","Laidi","8252","6319","56.7456879","21.8778476","Labā","V1273","","Kuldīgas novads","Laidu pagasts","Laidi"
"11127","Laidi","8253","6319","56.7455251","21.8777027","Kreisā","V1273","","Kuldīgas novads","Laidu pagasts","Laidi"
"11128","Gudenieku pagasts","8254","6322","56.8854488","21.6043025","Kreisā","V1264","","Kuldīgas novads","Gudenieku pagasts","Gudenieki"
"11129","Gudenieku pagasts","8255","6322","56.8859881","21.6050553","Labā","V1264","","Kuldīgas novads","Gudenieku pagasts","Gudenieki"
"11130","Lēnas","8256","6325","56.6093186","21.9778480","Kreisā","V1277","","Skrundas novads","Nīkrāces pagasts","Lēnas"
"11131","Lēnas","8257","6325","56.6094903","21.9771701","Labā","V1277","","Skrundas novads","Nīkrāces pagasts","Lēnas"
"11132","Nīkrāce","8258","6328","56.5694412","21.9000915","A/V","V1276","Torņa iela Dzelda 5","Skrundas novads","Nīkrāces pagasts","Dzelda"
"11134","Kapi","8260","6329","56.6992327","22.0431577","Kreisā","V1278","","Skrundas novads","Skrundas pagasts",""
"11135","Kapi","8261","6329","56.6991898","22.0432178","Labā","V1278","","Skrundas novads","Skrundas pagasts",""
"11136","Ikaiši","8262","6332","56.7908173","22.0188415","A/V","V1278","","Skrundas novads","Skrundas pagasts",""
"11139","Basi 2","8264","6338","56.8735322","21.6932692","Labā","V1289","","Kuldīgas novads","Gudenieku pagasts",""
"11141","Jaunā muiža","8266","6339","57.5179754","24.8098986","","V1289","Cēsu iela","Kuldīgas novads","Gudenieku pagasts","Umurga"
"11142","Gudenieku pagrieziens","8267","6340","56.9258959","21.6312632","Labā","V1264","","Kuldīgas novads","Gudenieku pagasts",""
"11143","Gudenieku pagrieziens","8268","6340","56.9266566","21.6290569","Kreisā","V1289","","Kuldīgas novads","Gudenieku pagasts",""
"11144","Sieksāte","8271","6345","56.6855733","21.8910145","Kreisā","P117","","Skrundas novads","Rudbāržu pagasts",""
"11145","Sieksāte","8272","6345","56.6857590","21.8910770","Labā","P117","","Skrundas novads","Rudbāržu pagasts",""
"11146","Strautiņi","8273","6346","56.6917001","21.8646775","Kreisā","P117","","Skrundas novads","Rudbāržu pagasts",""
"11147","Strautiņi","8274","6346","56.6917350","21.8645724","Labā","P117","","Skrundas novads","Rudbāržu pagasts",""
"11148","Pansionāts","8275","6347","56.6960915","21.8327829","Kreisā","P117","","Skrundas novads","Rudbāržu pagasts","Pansionāts"
"11149","Pansionāts","8276","6347","56.6964238","21.8312986","Labā","P117","","Skrundas novads","Rudbāržu pagasts","Pansionāts"
"11150","Veikals","8277","6348","56.6956866","21.8196574","Kreisā","P117","","Kuldīgas novads","Laidu pagasts","Valtaiķi"
"11151","Veikals","8278","6348","56.6958296","21.8195387","Labā","P117","","Kuldīgas novads","Laidu pagasts","Valtaiķi"
"11152","Valtaiķi","8279","6349","56.6989964","21.8013280","Kreisā","P117","","Kuldīgas novads","Laidu pagasts",""
"11153","Valtaiķi","8280","6349","56.6991597","21.8005424","Labā","P117","","Kuldīgas novads","Laidu pagasts",""
"11154","Pulekši","8281","6350","56.7040224","21.7740088","Kreisā","P117","","Kuldīgas novads","Laidu pagasts",""
"11155","Pulekši","8282","6350","56.7044215","21.7737027","Labā","P117","","Kuldīgas novads","Laidu pagasts",""
"11156","Laucenieki","8283","6352","56.9686412","21.8976757","Kreisā","P119","","Kuldīgas novads","Kurmāles pagasts",""
"11157","Laucenieki","8284","6352","56.9688694","21.8972996","Labā","P119","","Kuldīgas novads","Kurmāles pagasts",""
"11158","Deksnes kapi","8285","6353","56.9781260","21.8627353","Kreisā","P119","","Kuldīgas novads","Kurmāles pagasts",""
"11159","Deksnes kapi","8286","6353","56.9783979","21.8616586","Labā","P119","","Kuldīgas novads","Kurmāles pagasts",""
"11160","Ārieši","8287","6354","56.9781056","21.8440127","Kreisā","P119","","Kuldīgas novads","Īvandes pagasts",""
"11161","Ārieši","8288","6354","56.9782797","21.8426762","Labā","P119","","Kuldīgas novads","Īvandes pagasts",""
"11162","Vālītes","8289","6355","56.9832151","21.8101146","Kreisā","P119","","Kuldīgas novads","Īvandes pagasts",""
"11163","Vālītes","8290","6355","56.9835065","21.8095753","Labā","P119","","Kuldīgas novads","Īvandes pagasts",""
"11164","Kārkliņi","8291","6356","56.9874408","21.7908900","Kreisā","P119","","Kuldīgas novads","Īvandes pagasts",""
"11165","Kārkliņi","8292","6356","56.9873202","21.7927338","Labā","P119","","Kuldīgas novads","Īvandes pagasts",""
"11166","Īvandes skola","8293","6358","56.9972278","21.7554440","Kreisā","P119","","Kuldīgas novads","Īvandes pagasts","Īvande"
"11167","Īvandes skola","8294","6358","56.9980216","21.7542702","Labā","P119","","Kuldīgas novads","Īvandes pagasts","Īvande"
"11168","Dumbrāji","8295","6359","57.0061302","21.7267899","Kreisā","P119","","Kuldīgas novads","Ēdoles pagasts",""
"11169","Dumbrāji","8296","6359","57.0062404","21.7268066","Labā","P119","","Kuldīgas novads","Ēdoles pagasts",""
"11170","Gudenieku pagrieziens","8297","6361","57.0027695","21.6770891","Kreisā","P119","","Kuldīgas novads","Ēdoles pagasts",""
"11171","Vārtkambari","8298","6362","56.9988102","21.6515104","Kreisā","P119","","Alsungas novads","",""
"11172","Vārtkambari","8299","6362","56.9989613","21.6513470","Labā","P119","","Alsungas novads","",""
"11173","Reģi","8300","6363","56.9946682","21.6259120","Kreisā","P119","","Alsungas novads","",""
"11174","Reģi","8301","6363","56.9944938","21.6248991","Labā","P119","","Alsungas novads","",""
"11175","Būmaņi","8302","6364","56.9886792","21.6053319","Kreisā","P119","","Alsungas novads","",""
"11176","Būmaņi","8303","6364","56.9887087","21.6048251","Labā","P119","","Alsungas novads","",""
"11177","Rijas","8304","6365","56.9838752","21.5730697","Kreisā","P119","","Alsungas novads","",""
"11178","Rijas","8305","6365","56.9838404","21.5729871","Labā","P119","Upes iela ","Alsungas novads","","Alsunga"
"11179","Skujnieki","8306","6367","57.0382770","22.2108073","Kreisā","P120","","Kuldīgas novads","Rendas pagasts",""
"11180","Skujnieki","8307","6367","57.0388995","22.2112866","Labā","P120","","Kuldīgas novads","Rendas pagasts",""
"11181","Paipalas","8308","6368","57.0292431","22.1948726","Labā","P120","","Kuldīgas novads","Rendas pagasts",""
"11182","Paipalas","8309","6368","57.0297792","22.1960447","Kreisā","P120","","Kuldīgas novads","Rendas pagasts",""
"11183","Graudupe","8310","6369","57.0211690","22.1714470","Kreisā","P120","","Kuldīgas novads","Rendas pagasts",""
"11184","Graudupe","8311","6369","57.0206030","22.1701802","Labā","P120","","Kuldīgas novads","Rendas pagasts",""
"11185","Jaunmeži","8312","6370","57.0031769","22.1381450","Kreisā","P120","","Kuldīgas novads","Rendas pagasts",""
"11186","Jaunmeži","8313","6370","57.0028187","22.1372584","Labā","P120","","Kuldīgas novads","Rendas pagasts",""
"11187","Apšenieki","8314","6371","56.9926526","22.0890143","Kreisā","P120","","Kuldīgas novads","Rendas pagasts",""
"11188","Apšenieki","8315","6371","56.9923859","22.0873608","Labā","P120","","Kuldīgas novads","Rendas pagasts",""
"11189","Veldze","8316","6372","56.9831329","22.0562697","Kreisā","P120","","Kuldīgas novads","Rumbas pagasts",""
"11190","Veldze","8317","6372","56.9832312","22.0563809","Labā","P120","","Kuldīgas novads","Rumbas pagasts",""
"11191","Rumbenieki","8318","6373","56.9828051","22.0417790","Kreisā","P120","","Kuldīgas novads","Rumbas pagasts",""
"11192","Rumbenieki","8319","6373","56.9828905","22.0410180","Labā","P120","","Kuldīgas novads","Rumbas pagasts",""
"11193","Mežniecība","8320","6374","56.9834604","22.0305593","Kreisā","P120","","Kuldīgas novads","Rumbas pagasts","Mežvalde"
"11194","Mežniecība","8321","6374","56.9835630","22.0300086","Labā","P120","","Kuldīgas novads","Rumbas pagasts","Mežvalde"
"11195","Mežvalde","6211","6375","56.9850766","22.0190821","A/V","","Manģenes iela","Kuldīgas novads","Rumbas pagasts","Mežvalde"
"11196","Mežvalde","5909","9605","56.9811761","22.0190307","Kreisā","P120","","Kuldīgas novads","Rumbas pagasts","Mežvalde"
"11197","Mežvalde","8323","9605","56.9817397","22.0200759","Labā","P120","","Kuldīgas novads","Rumbas pagasts","Mežvalde"
"11198","Ķērķēni","8325","1577","56.9464604","22.4442082","Labā","P121","","Kuldīgas novads","Kabiles pagasts",""
"11201","Baznīca","8327","6379","56.9488983","22.3698090","Kreisā","P121","","Kuldīgas novads","Kabiles pagasts","Jaunā muiža"
"11202","Baznīca","8328","6379","56.9490751","22.3686808","Labā","P121","","Kuldīgas novads","Kabiles pagasts","Jaunā muiža"
"11203","Krustceļi","8329","6381","56.9516879","22.2819933","Kreisā","P121","","Kuldīgas novads","Kabiles pagasts",""
"11204","Krustceļi","8330","6381","56.9515060","22.2799364","Labā","P121","","Kuldīgas novads","Kabiles pagasts",""
"11205","Silakrogs","8331","6382","56.9532845","22.2447750","Kreisā","P121","","Kuldīgas novads","Kabiles pagasts",""
"11206","Silakrogs","8332","6382","56.9538922","22.2426178","Labā","P121","","Kuldīgas novads","Kabiles pagasts",""
"11207","Brieži","8333","6383","56.9541009","22.2254804","Kreisā","P121","","Kuldīgas novads","Kabiles pagasts",""
"11208","Brieži","8334","6383","56.9541004","22.2234225","Labā","P121","","Kuldīgas novads","Kabiles pagasts",""
"11209","Dunduri","8335","6384","56.9508275","22.1608743","Kreisā","P121","","Kuldīgas novads","Rumbas pagasts",""
"11210","Dunduri","8336","6384","56.9512667","22.1586490","Labā","P121","","Kuldīgas novads","Rumbas pagasts",""
"11211","Krogsētas","8337","6385","56.9562462","22.1243630","Kreisā","P121","","Kuldīgas novads","Rumbas pagasts",""
"11212","Krogsētas","8338","6385","56.9565888","22.1202713","Labā","P121","","Kuldīgas novads","Rumbas pagasts",""
"11213","Prāmbergi","8339","6386","56.9608157","22.0967094","Labā","P121","","Kuldīgas novads","Rumbas pagasts",""
"11214","Prāmbergi","8340","6386","56.9603805","22.0948187","Kreisā","P121","","Kuldīgas novads","Rumbas pagasts",""
"11215","Egles","8341","6387","56.9693069","22.0475125","Kreisā","P121","","Kuldīgas novads","Rumbas pagasts",""
"11216","Egles","8342","6387","56.9701847","22.0441897","Labā","P121","","Kuldīgas novads","Rumbas pagasts",""
